14,0.431005,0.395699,0.522293,0.429668
20,0.174458,0.504954,0.223704,0.446167
23,0.273976,0.527356,0.402154,0.497982
26,0.094962,0.308752,0.038775,0.281359
48,0.222760,0.346059,0.422057,0.319380
51,0.078812,0.022602,0.000007,0.113609
53,0.045579,0.050868,0.004452,0.038284
55,0.089701,0.281551,0.072438,0.192130
69,0.732165,0.641944,0.773870,0.617821
70,0.299832,0.277470,0.432455,0.294397
76,0.464873,0.242266,0.606259,0.339962
80,0.862492,0.854149,0.855601,0.778048
88,0.074556,0.098967,0.030719,0.124149
95,0.567083,0.606358,0.751655,0.563598
103,0.091825,0.054565,0.034680,0.122248
113,0.142453,0.145008,0.149365,0.168853
133,0.291623,0.285730,0.501390,0.326023
152,0.120198,0.112325,0.089111,0.150499
155,0.177287,0.146954,0.321547,0.183497
157,0.481117,0.259425,0.736111,0.413668
164,0.961080,0.955571,0.926275,0.948968
171,0.667932,0.768976,0.762787,0.743356
178,0.061258,0.088531,0.095314,0.113017
195,0.357149,0.561028,0.448228,0.521272
212,0.945778,0.941151,0.921901,0.935668
216,0.381400,0.666264,0.571673,0.574361
226,0.967553,0.964727,0.936272,0.960771
240,0.068434,0.126586,0.003853,0.178664
247,0.467898,0.425450,0.581967,0.441434
249,0.561936,0.788109,0.776790,0.722746
257,0.229052,0.157720,0.334279,0.257107
265,0.560100,0.558790,0.630163,0.504856
275,0.581543,0.680707,0.706633,0.634180
282,0.243980,0.338288,0.439211,0.347801
285,0.178817,0.120167,0.171726,0.235036
286,0.961404,0.956202,0.928858,0.942162
295,0.035489,0.042619,0.002990,0.053717
304,0.083228,0.114171,0.051503,0.121194
305,0.966097,0.960938,0.934489,0.954412
322,0.174665,0.192129,0.302994,0.239150
337,0.143383,0.121956,0.176147,0.148603
344,0.079013,0.068802,0.036316,0.094369
349,0.192405,0.142569,0.406705,0.229512
360,0.953326,0.956082,0.924303,0.948087
379,0.953416,0.936216,0.930113,0.882935
387,0.241843,0.189156,0.390816,0.266877
390,0.252680,0.208519,0.503689,0.333096
403,0.695922,0.579841,0.724106,0.555169
414,0.072872,0.065919,0.033017,0.067906
419,0.962290,0.958067,0.931801,0.946865
421,0.956418,0.948427,0.932494,0.943117
428,0.727797,0.801914,0.793078,0.733591
429,0.285746,0.198621,0.266179,0.298354
432,0.177358,0.134334,0.245565,0.200299
452,0.150233,0.214548,0.189153,0.209149
475,0.360114,0.346649,0.616229,0.389001
487,0.957953,0.954001,0.925865,0.947381
497,0.975798,0.959335,0.936677,0.963957
505,0.139225,0.141057,0.139220,0.160557
507,0.955216,0.948781,0.924516,0.937272
527,0.967553,0.964727,0.936272,0.960771
552,0.147389,0.109602,0.104929,0.120459
558,0.526862,0.308379,0.589106,0.383290
561,0.483087,0.712890,0.756121,0.588897
572,0.762058,0.752567,0.866877,0.747854
583,0.954002,0.947839,0.928829,0.945540
584,0.517766,0.769715,0.719609,0.684729
589,0.638474,0.664847,0.823419,0.714792
594,0.077427,0.068815,0.036179,0.097435
606,0.028069,0.051696,0.000005,0.049804
609,0.464281,0.797266,0.689337,0.700822
615,0.218448,0.201739,0.376540,0.284332
630,0.583618,0.637759,0.619743,0.653947
635,0.506157,0.399937,0.622573,0.626664
638,0.062874,0.083069,0.017040,0.078348
645,0.849065,0.741849,0.890101,0.760280
652,0.574145,0.701167,0.744577,0.673579
660,0.170350,0.160566,0.262280,0.233070
661,0.399483,0.544474,0.641281,0.501794
663,0.325972,0.272249,0.465991,0.317119
680,0.462217,0.681389,0.684345,0.629791
685,0.673249,0.729686,0.821065,0.656260
686,0.975798,0.959335,0.936677,0.963957
690,0.074901,0.075841,0.013242,0.105171
691,0.585779,0.584958,0.623752,0.550634
693,0.053446,0.048937,0.006746,0.079562
695,0.210021,0.188462,0.220240,0.264364
700,0.962482,0.958666,0.929002,0.950385
703,0.157508,0.228525,0.229647,0.250597
709,0.111129,0.128845,0.122185,0.175057
713,0.975798,0.959335,0.936677,0.963957
723,0.931427,0.928482,0.909082,0.916557
726,0.439561,0.240604,0.576208,0.300510
727,0.648256,0.499504,0.785507,0.561636
733,0.466181,0.726617,0.662354,0.607286
743,0.911731,0.900162,0.872402,0.871638
751,0.056978,0.061478,0.021927,0.080202
752,0.180642,0.266927,0.497267,0.307951
758,0.181699,0.137128,0.331915,0.238596
762,0.930996,0.936127,0.907361,0.928271
768,0.967553,0.964727,0.936272,0.960771
771,0.824458,0.747570,0.876357,0.763375
788,0.243251,0.229849,0.358167,0.293225
790,0.334079,0.134860,0.484342,0.222114
791,0.213415,0.305775,0.377634,0.302249
797,0.955148,0.944916,0.926801,0.905817
802,0.133165,0.114470,0.104712,0.161227
805,0.477555,0.350291,0.692361,0.436366
819,0.781744,0.858270,0.862779,0.816397
821,0.070978,0.211469,0.024256,0.124524
825,0.128989,0.112236,0.213685,0.157761
827,0.691059,0.564585,0.700173,0.547390
833,0.944599,0.932767,0.913941,0.889243
843,0.959845,0.955155,0.936114,0.946944
844,0.826632,0.869316,0.877374,0.833222
848,0.402307,0.235106,0.672151,0.387628
853,0.090847,0.145595,0.063700,0.103115
870,0.160555,0.208140,0.237132,0.215839
872,0.183394,0.214502,0.292241,0.300275
895,0.170790,0.144830,0.117423,0.181783
901,0.413212,0.352277,0.590339,0.441201
911,0.123826,0.135316,0.196033,0.159759
912,0.185123,0.467864,0.266529,0.443392
916,0.242304,0.213462,0.435162,0.269896
921,0.096305,0.077309,0.090861,0.128209
935,0.919471,0.928454,0.910247,0.914989
940,0.031253,0.042874,0.000502,0.058133
961,0.957953,0.954001,0.925865,0.947381
963,0.130349,0.098398,0.085865,0.133886
980,0.603017,0.746056,0.802819,0.678185
994,0.074546,0.073618,0.021555,0.091936
1005,0.183832,0.267145,0.352934,0.296294
1006,0.408126,0.655928,0.690767,0.626072
1007,0.161148,0.143839,0.235682,0.216732
1015,0.486380,0.618182,0.739193,0.577357
1024,0.137411,0.124217,0.325805,0.189131
1030,0.104985,0.065981,0.010534,0.138566
1031,0.937632,0.933315,0.911972,0.921355
1033,0.272534,0.198750,0.315035,0.240846
1035,0.185414,0.370814,0.331057,0.292854
1046,0.950380,0.929786,0.925869,0.912605
1065,0.260358,0.269288,0.492446,0.286873
1072,0.967839,0.941846,0.925353,0.931700
1078,0.066259,0.069478,0.034405,0.084127
1080,0.075382,0.085968,0.025751,0.097309
1099,0.169000,0.095394,0.100755,0.200294
1103,0.515012,0.378740,0.668794,0.514193
1133,0.211371,0.140537,0.182490,0.292870
1145,0.369342,0.306100,0.602030,0.327034
1147,0.164586,0.260866,0.037937,0.190349
1150,0.040819,0.030561,0.002235,0.039170
1164,0.934734,0.917465,0.910655,0.900834
1174,0.215064,0.463717,0.226265,0.441145
1181,0.899749,0.902555,0.881117,0.865073
1182,0.023034,0.047489,0.000302,0.050912
1213,0.684847,0.697649,0.798848,0.694991
1223,0.176334,0.310450,0.050786,0.232034
1225,0.622309,0.569878,0.836952,0.537185
1235,0.684745,0.744197,0.815112,0.721965
1240,0.829464,0.737697,0.851821,0.723608
1243,0.217485,0.165940,0.464982,0.246595
1252,0.083596,0.178042,0.000357,0.150997
1253,0.219388,0.419282,0.278085,0.484550
1255,0.935720,0.905180,0.890455,0.888989
1274,0.964186,0.960324,0.929530,0.951371
1278,0.050414,0.063906,0.009455,0.095040
1285,0.261853,0.282203,0.368870,0.308289
1288,0.180332,0.195880,0.337252,0.281694
1289,0.130392,0.188866,0.000772,0.147474
1290,0.098667,0.334707,0.075503,0.235476
1297,0.937530,0.938983,0.914426,0.935012
1306,0.119167,0.084181,0.099448,0.116565
1311,0.123509,0.144942,0.020446,0.156961
1313,0.556597,0.612745,0.681906,0.582746
1340,0.198643,0.161864,0.173504,0.279727
1342,0.922524,0.927681,0.907169,0.902318
1349,0.921380,0.923579,0.911648,0.918526
1352,0.136155,0.154807,0.185520,0.185460
1353,0.186509,0.334491,0.280617,0.372376
1357,0.054231,0.066562,0.013188,0.053364
1363,0.158167,0.226696,0.247047,0.289386
1365,0.351463,0.380673,0.411066,0.508939
1377,0.023736,0.039837,0.000038,0.055129
1381,0.916248,0.881528,0.881720,0.862665
1390,0.138767,0.172603,0.223349,0.194661
1391,0.098907,0.116114,0.090541,0.146591
1393,0.422121,0.808930,0.705718,0.688185
1394,0.429864,0.471948,0.647335,0.423186
1399,0.067372,0.119950,0.021890,0.086390
1405,0.359532,0.291512,0.296410,0.375302
1409,0.123176,0.104873,0.178188,0.150822
1413,0.947156,0.940111,0.926891,0.924001
1422,0.079482,0.119517,0.048032,0.145738
1427,0.352394,0.195673,0.456717,0.246225
1442,0.287022,0.359633,0.407434,0.316169
1446,0.046841,0.047809,0.006083,0.050488
1451,0.111714,0.102206,0.122616,0.116088
1458,0.779800,0.748715,0.775151,0.733217
1469,0.404202,0.615675,0.500712,0.496115
1472,0.126758,0.176764,0.006970,0.177453
1476,0.066211,0.130246,0.042496,0.149115
1486,0.754006,0.821404,0.839515,0.798037
1489,0.598793,0.726891,0.776324,0.683901
1496,0.296408,0.253823,0.290266,0.303797
1500,0.192864,0.320586,0.361965,0.320550
1502,0.428686,0.719879,0.671232,0.509602
1520,0.043930,0.024992,0.005763,0.063317
1541,0.967734,0.944731,0.929105,0.946977
1556,0.209407,0.214624,0.307184,0.234010
1575,0.150365,0.138956,0.262778,0.204078
1576,0.715952,0.757089,0.756119,0.713681
1587,0.690268,0.587527,0.652131,0.644307
1597,0.973846,0.958475,0.933086,0.947515
1600,0.276007,0.566992,0.371896,0.555233
1614,0.893977,0.887906,0.896863,0.862555
1618,0.165822,0.166753,0.329950,0.172081
1621,0.391654,0.710469,0.604025,0.544608
1625,0.312053,0.280128,0.475880,0.252356
1632,0.220153,0.329486,0.387848,0.358609
1637,0.201077,0.336664,0.068778,0.268901
1645,0.966097,0.960938,0.934489,0.954412
1647,0.093232,0.238795,0.052781,0.218190
1650,0.930247,0.916940,0.914419,0.894498
1660,0.524058,0.711579,0.660930,0.667357
1686,0.192819,0.561707,0.347977,0.502912
1687,0.661141,0.720706,0.795620,0.632243
1701,0.627001,0.485184,0.759396,0.562535
1714,0.416192,0.571285,0.537313,0.547162
1728,0.926095,0.929424,0.889495,0.907545
1738,0.508300,0.576870,0.708711,0.579807
1756,0.465265,0.654423,0.562122,0.606417
1769,0.114382,0.133773,0.152095,0.152799
1783,0.084750,0.331752,0.051635,0.250249
1785,0.947051,0.941648,0.925054,0.938163
1796,0.070174,0.137338,0.018832,0.193158
1807,0.092134,0.100878,0.005131,0.127370
